BUKRS	LIFNR	BELNR	GJAHR	BUDAT	WRBTR	WAERS	SHKZG	BLART	BVTYP	AUGDT	AUGBL
1000	0000100257	5100000884	2026	2026-06-30	317539.06	JPY	H	RE	0001	2026-08-15	2000000541
2000	0000100258	5100000886	2026	2026-02-27	116123.88	EUR	H	KR	""	2026-04-15	2000000542
2000	0000100258	5100000887	2026	2026-07-15	1007.64	EUR	H	KR	""	2026-08-19	2000000543
2000	0000100259	5100000890	2026	2026-03-06	74563.56	GBP	H	KG	""	2026-03-31	2000000544
2000	0000100259	5100000891	2026	2026-07-30	39904.16	JPY	H	KZ	""	2026-08-18	2000000545
2000	0000100261	5100000893	2026	2026-01-12	115511.02	USD	H	KZ	""	2026-01-17	2000000546
2000	0000100261	5100000894	2026	2026-03-26	258159.57	EUR	H	RE	""	2026-05-06	2000000547
2000	0000100261	5100000895	2026	2026-07-10	420646.04	EUR	H	KZ	""	2026-09-14	2000000548
2000	0000100261	5100000896	2026	2026-04-26	378035.81	EUR	H	KZ	""	2026-05-08	2000000549
2000	0000100261	5100000897	2026	2026-07-02	388103.54	JPY	H	KZ	""	2026-09-11	2000000550
3000	0000100262	5100000898	2026	2026-07-10	51306.48	GBP	H	KZ	0001	2026-08-13	2000000551
3000	0000100262	5100000899	2026	2026-04-09	323496.66	USD	H	KG	0001	2026-05-09	2000000552
3000	0000100262	5100000900	2026	2026-05-18	42170.5	USD	H	RE	0001	2026-07-20	2000000553
3000	0000100262	5100000901	2026	2026-01-18	23467.01	EUR	H	KR	0001	2026-01-27	2000000554
4000	0000100263	5100000903	2026	2026-03-26	436894.99	GBP	H	RE	""	2026-04-02	2000000555
5000	0000100264	5100000905	2026	2026-02-15	444673.09	JPY	H	KZ	""	2026-03-12	2000000556
5000	0000100264	5100000906	2026	2026-08-06	266888.91	GBP	H	KR	""	2026-08-13	2000000557
5000	0000100264	5100000908	2026	2026-08-06	339021.87	JPY	H	KG	""	2026-09-22	2000000558
5000	0000100264	5100000909	2026	2026-04-11	214903.92	GBP	H	RE	""	2026-06-11	2000000559
5000	0000100265	5100000910	2026	2026-07-15	212948.09	USD	H	RE	""	2026-08-04	2000000560
4000	0000100266	5100000914	2026	2026-05-02	173319.29	EUR	H	RE	""	2026-07-09	2000000561
4000	0000100266	5100000916	2026	2026-04-11	421118.0	EUR	H	KR	""	2026-04-18	2000000562
3000	0000100267	5100000917	2026	2026-01-08	41613.14	EUR	H	KG	""	2026-02-02	2000000563
3000	0000100267	5100000918	2026	2026-01-13	15478.61	EUR	H	KZ	""	2026-02-13	2000000564
3000	0000100267	5100000920	2026	2026-08-11	91134.11	USD	H	KR	""	2026-08-23	2000000565
2000	0000100268	5100000923	2026	2026-05-13	174534.25	EUR	H	KG	""	2026-07-08	2000000566
2000	0000100268	5100000924	2026	2026-08-13	21539.18	JPY	H	KG	""	2026-09-03	2000000567
2000	0000100268	5100000925	2026	2026-01-20	40714.59	EUR	H	KR	""	2026-02-10	2000000568
1000	0000100269	5100000926	2026	2026-08-08	51310.38	EUR	H	KR	""	2026-09-20	2000000569
1000	0000100269	5100000927	2026	2026-07-21	319682.71	EUR	H	RE	""	2026-08-18	2000000570
1000	0000100269	5100000928	2026	2026-07-06	82559.12	EUR	H	RE	""	2026-08-10	2000000571
4000	0000100270	5100000930	2026	2026-06-13	179955.16	EUR	H	KG	""	2026-08-26	2000000572
4000	0000100270	5100000931	2026	2026-05-24	212572.52	JPY	H	RE	""	2026-06-01	2000000573
4000	0000100270	5100000934	2026	2026-07-06	6470.07	EUR	H	KZ	""	2026-08-01	2000000574
5000	0000100271	5100000935	2026	2026-07-20	128039.41	GBP	H	KR	""	2026-09-10	2000000575
5000	0000100271	5100000936	2026	2026-02-09	459431.08	EUR	H	KR	""	2026-04-01	2000000576
5000	0000100271	5100000938	2026	2026-08-05	99947.01	GBP	H	KG	""	2026-08-26	2000000577
5000	0000100272	5100000941	2026	2026-05-02	184765.51	USD	H	RE	""	2026-07-15	2000000578
5000	0000100272	5100000943	2026	2026-08-10	54119.01	GBP	H	KR	0002	2026-09-09	2000000579
5000	0000100272	5100000944	2026	2026-03-20	341647.26	USD	H	KR	""	2026-05-23	2000000580
1000	0000100273	5100000945	2026	2026-03-26	320159.03	USD	H	KZ	0001	2026-05-22	2000000581
1000	0000100273	5100000947	2026	2026-02-11	319283.81	JPY	H	RE	0001	2026-04-17	2000000582
1000	0000100273	5100000949	2026	2026-03-23	339306.8	EUR	H	KG	0001	2026-05-06	2000000583
1000	0000100273	5100000950	2026	2026-06-09	427548.44	EUR	H	RE	0001	2026-06-19	2000000584
1000	0000100274	5100000951	2026	2026-01-30	187317.73	GBP	H	KG	""	2026-03-20	2000000585
2000	0000100275	5100000953	2026	2026-02-01	185968.23	EUR	H	KR	""	2026-03-14	2000000586
2000	0000100275	5100000954	2026	2026-07-08	136498.55	JPY	H	KG	""	2026-07-15	2000000587
2000	0000100275	5100000955	2026	2026-07-12	278935.76	EUR	H	KG	""	2026-08-30	2000000588
2000	0000100275	5100000956	2026	2026-07-08	294453.82	EUR	H	KG	""	2026-09-04	2000000589
3000	0000100276	5100000958	2026	2026-06-27	403454.19	USD	H	KZ	""	2026-08-08	2000000590
3000	0000100276	5100000961	2026	2026-01-04	120862.91	GBP	H	KG	""	2026-02-19	2000000591
4000	0000100277	5100000962	2026	2026-06-12	394009.63	JPY	H	KG	0001	2026-07-02	2000000592
4000	0000100277	5100000963	2026	2026-05-26	448036.94	GBP	H	KR	""	2026-06-08	2000000593
4000	0000100277	5100000964	2026	2026-08-08	213705.22	JPY	H	RE	""	2026-09-06	2000000594
4000	0000100277	5100000965	2026	2026-01-23	17507.35	EUR	H	RE	""	2026-03-23	2000000595
4000	0000100277	5100000966	2026	2026-04-22	109360.76	EUR	H	KZ	0001	2026-06-07	2000000596
4000	0000100277	5100000967	2026	2026-02-08	405826.12	GBP	H	KG	""	2026-03-16	2000000597
2000	0000100278	5100000968	2026	2026-01-06	376767.21	JPY	H	KG	""	2026-03-12	2000000598
2000	0000100278	5100000969	2026	2026-01-17	168166.51	EUR	H	RE	""	2026-03-04	2000000599
2000	0000100278	5100000970	2026	2026-07-07	12519.71	EUR	H	KG	""	2026-07-24	2000000600
1000	0000100279	5100000973	2026	2026-04-22	471926.34	GBP	H	RE	""	2026-06-24	2000000601
2000	0000100280	5100000977	2026	2026-07-14	230625.0	USD	H	RE	""	2026-09-07	2000000602
4000	0000100281	5100000978	2026	2026-06-17	433946.96	JPY	H	KR	""	2026-07-04	2000000603
3000	0000100282	5100000982	2026	2026-07-16	156439.38	USD	H	KG	""	2026-08-01	2000000604
5000	0000100283	5100000987	2026	2026-01-14	27092.19	USD	H	KG	""	2026-03-22	2000000605
4000	0000100284	5100000989	2026	2026-05-08	425840.68	EUR	H	RE	""	2026-06-16	2000000606
4000	0000100284	5100000990	2026	2026-06-29	41119.89	USD	H	KG	""	2026-08-13	2000000607
4000	0000100284	5100000991	2026	2026-04-22	341917.59	GBP	H	KR	""	2026-04-28	2000000608
5000	0000100285	5100000994	2026	2026-01-13	192307.85	JPY	H	KG	""	2026-02-08	2000000609
5000	0000100285	5100000995	2026	2026-02-13	156714.64	EUR	H	KZ	""	2026-04-05	2000000610
5000	0000100285	5100000996	2026	2026-07-21	355114.62	EUR	H	KZ	""	2026-08-10	2000000611
5000	0000100285	5100000997	2026	2026-05-09	45604.49	EUR	H	RE	""	2026-07-12	2000000612
1000	0000100286	5100000999	2026	2026-02-12	388873.98	EUR	H	RE	0001	2026-03-20	2000000613
1000	0000100286	5100001002	2026	2026-02-21	436168.05	JPY	H	KR	0001	2026-04-05	2000000614
2000	0000100287	5100001003	2026	2026-02-20	331734.64	EUR	H	RE	0001	2026-03-30	2000000615
2000	0000100287	5100001004	2026	2026-01-09	348437.66	USD	H	KG	""	2026-02-06	2000000616
2000	0000100287	5100001005	2026	2026-04-02	95243.36	USD	H	KR	0001	2026-04-24	2000000617
2000	0000100287	5100001006	2026	2026-05-21	103373.65	GBP	H	KG	""	2026-05-31	2000000618
5000	0000100288	5100001008	2026	2026-08-08	133958.96	EUR	H	RE	""	2026-08-18	2000000619
5000	0000100288	5100001009	2026	2026-06-25	45017.26	JPY	H	RE	""	2026-07-18	2000000620
2000	0000100289	5100001011	2026	2026-02-25	169488.8	EUR	H	RE	""	2026-04-17	2000000621
2000	0000100289	5100001014	2026	2026-08-05	326994.98	USD	H	KG	""	2026-09-25	2000000622
2000	0000100290	5100001015	2026	2026-05-09	175987.45	EUR	H	RE	""	2026-05-22	2000000623
2000	0000100290	5100001016	2026	2026-04-04	197493.52	JPY	H	KR	""	2026-05-19	2000000624
2000	0000100291	5100001018	2026	2026-07-09	128487.42	GBP	H	KG	0001	2026-07-30	2000000625
2000	0000100291	5100001019	2026	2026-03-06	161555.96	JPY	H	KZ	0001	2026-03-24	2000000626
2000	0000100291	5100001020	2026	2026-02-27	244586.39	GBP	H	KZ	0001	2026-03-07	2000000627
2000	0000100292	5100001023	2026	2026-02-01	307529.76	USD	H	KR	0001	2026-04-17	2000000628
2000	0000100292	5100001024	2026	2026-07-10	83282.08	USD	H	KZ	0001	2026-07-18	2000000629
3000	0000100293	5100001029	2026	2026-08-10	397865.94	GBP	H	KG	0001	2026-10-14	2000000630
3000	0000100293	5100001030	2026	2026-03-23	313793.48	GBP	H	KZ	0001	2026-05-26	2000000631
3000	0000100293	5100001031	2026	2026-01-22	195230.63	USD	H	RE	0001	2026-02-08	2000000632
4000	0000100294	5100001035	2026	2026-05-07	429443.55	JPY	H	RE	""	2026-05-26	2000000633
2000	0000100295	5100001036	2026	2026-03-12	3197.89	USD	H	KR	""	2026-04-21	2000000634
2000	0000100295	5100001037	2026	2026-02-10	465107.16	GBP	H	RE	""	2026-02-17	2000000635
2000	0000100295	5100001038	2026	2026-08-01	477029.57	EUR	H	KG	""	2026-09-30	2000000636
2000	0000100296	5100001039	2026	2026-03-25	17561.82	GBP	H	KR	""	2026-04-25	2000000637
2000	0000100296	5100001040	2026	2026-08-12	441417.54	EUR	H	KZ	""	2026-10-09	2000000638
2000	0000100296	5100001041	2026	2026-08-11	213691.28	USD	H	RE	""	2026-08-20	2000000639
3000	0000100298	5100001045	2026	2026-01-11	45351.55	JPY	H	RE	0001	2026-03-18	2000000640
3000	0000100298	5100001047	2026	2026-03-21	100695.57	JPY	H	KZ	0002	2026-06-03	2000000641
4000	0000100299	5100001049	2026	2026-05-04	109933.7	GBP	H	KZ	""	2026-06-01	2000000642
4000	0000100299	5100001051	2026	2026-06-06	221310.48	GBP	H	KZ	""	2026-08-06	2000000643
4000	0000100299	5100001052	2026	2026-06-08	463331.38	GBP	H	KR	""	2026-07-18	2000000644
2000	0000100300	5100001053	2026	2026-03-05	11023.17	USD	H	KR	""	2026-03-11	2000000645
2000	0000100300	5100001054	2026	2026-01-23	197949.81	GBP	H	KG	""	2026-03-11	2000000646
2000	0000100300	5100001055	2026	2026-08-05	382818.73	USD	H	KG	""	2026-08-26	2000000647
2000	0000100300	5100001056	2026	2026-02-20	299022.31	GBP	H	KG	""	2026-05-02	2000000648
4000	0000100301	5100001057	2026	2026-05-18	451995.45	USD	H	KZ	""	2026-06-25	2000000649
4000	0000100301	5100001058	2026	2026-07-16	281941.63	EUR	H	KR	""	2026-08-27	2000000650
4000	0000100301	5100001059	2026	2026-06-04	444222.95	JPY	H	KR	""	2026-06-21	2000000651
4000	0000100301	5100001061	2026	2026-06-06	203617.76	EUR	H	KR	""	2026-08-18	2000000652
4000	0000100301	5100001062	2026	2026-01-07	164808.17	JPY	H	KG	""	2026-02-13	2000000653
2000	0000100302	5100001064	2026	2026-05-15	397347.65	JPY	H	KZ	0001	2026-07-23	2000000654
2000	0000100302	5100001065	2026	2026-07-29	453966.39	GBP	H	KR	0001	2026-08-03	2000000655
2000	0000100302	5100001066	2026	2026-01-15	456020.1	GBP	H	RE	0001	2026-02-05	2000000656
2000	0000100302	5100001067	2026	2026-06-28	306061.55	GBP	H	KG	0001	2026-07-14	2000000657
3000	0000100304	5100001073	2026	2026-07-11	433234.97	USD	H	RE	""	2026-07-20	2000000658
5000	0000100305	5100001074	2026	2026-08-11	47921.02	USD	H	KR	""	2026-10-08	2000000659
5000	0000100305	5100001075	2026	2026-06-06	7306.77	USD	H	KR	""	2026-08-20	2000000660
5000	0000100305	5100001076	2026	2026-05-23	457881.39	GBP	H	KZ	""	2026-07-12	2000000661
2000	0000100306	5100001079	2026	2026-04-17	366261.65	EUR	H	KR	""	2026-06-12	2000000662
2000	0000100306	5100001081	2026	2026-03-24	110757.11	GBP	H	KZ	""	2026-04-13	2000000663
5000	0000100307	5100001082	2026	2026-07-01	168362.42	JPY	H	KZ	0001	2026-08-24	2000000664
5000	0000100307	5100001083	2026	2026-07-13	69253.85	GBP	H	KG	0001	2026-08-22	2000000665
3000	0000100308	5100001085	2026	2026-07-11	211135.48	GBP	H	KR	""	2026-08-26	2000000666
5000	0000100309	5100001087	2026	2026-03-27	152768.35	JPY	H	KR	""	2026-05-13	2000000667
5000	0000100309	5100001090	2026	2026-04-14	196195.81	GBP	H	KZ	""	2026-05-09	2000000668
4000	0000100310	5100001091	2026	2026-01-23	105011.22	JPY	H	KZ	""	2026-02-26	2000000669
4000	0000100310	5100001094	2026	2026-07-26	74668.31	EUR	H	KR	""	2026-09-07	2000000670
4000	0000100310	5100001095	2026	2026-04-05	10508.87	USD	H	KZ	""	2026-06-03	2000000671
1000	0000100311	5100001096	2026	2026-02-14	320274.83	USD	H	RE	0001	2026-03-31	2000000672
1000	0000100311	5100001097	2026	2026-07-21	141520.36	USD	H	KR	0001	2026-08-31	2000000673
1000	0000100311	5100001098	2026	2026-05-24	424793.67	GBP	H	RE	0001	2026-07-18	2000000674
1000	0000100311	5100001099	2026	2026-03-04	259136.41	USD	H	KR	0001	2026-05-15	2000000675
5000	0000100312	5100001101	2026	2026-02-17	269060.86	GBP	H	KR	0002	2026-03-04	2000000676
5000	0000100312	5100001103	2026	2026-04-19	152914.64	EUR	H	KZ	0002	2026-06-03	2000000677
1000	0000100313	5100001104	2026	2026-08-10	426123.87	USD	H	KR	0001	2026-09-26	2000000678
1000	0000100313	5100001105	2026	2026-02-18	265786.38	JPY	H	KG	0001	2026-03-01	2000000679
1000	0000100313	5100001106	2026	2026-02-16	444282.39	GBP	H	KR	0001	2026-03-06	2000000680
1000	0000100313	5100001107	2026	2026-05-08	195267.22	GBP	H	KG	0001	2026-07-11	2000000681
1000	0000100313	5100001108	2026	2026-07-18	246324.32	USD	H	KG	0001	2026-08-06	2000000682
1000	0000100313	5100001109	2026	2026-04-07	17199.98	GBP	H	KG	0001	2026-05-20	2000000683
4000	0000100314	5100001112	2026	2026-07-13	372674.37	JPY	H	KR	0001	2026-09-21	2000000684
3000	0000100315	5100001114	2026	2026-02-09	390121.03	EUR	H	KG	""	2026-04-13	2000000685
3000	0000100315	5100001115	2026	2026-01-20	381344.57	JPY	H	KZ	""	2026-02-15	2000000686
3000	0000100315	5100001117	2026	2026-08-02	117866.64	USD	H	KZ	""	2026-09-26	2000000687
3000	0000100315	5100001118	2026	2026-01-18	404359.73	USD	H	KR	""	2026-03-18	2000000688
3000	0000100316	5100001119	2026	2026-08-11	76060.19	GBP	H	RE	0001	2026-08-30	2000000689
3000	0000100316	5100001120	2026	2026-05-02	417512.63	JPY	H	KZ	0001	2026-06-17	2000000690
3000	0000100316	5100001122	2026	2026-05-16	102076.95	USD	H	KZ	0001	2026-07-24	2000000691
1000	0000100317	5100001123	2026	2026-04-05	450638.33	USD	H	KR	""	2026-05-20	2000000692
3000	0000100318	5100001125	2026	2026-05-01	309504.85	EUR	H	KR	""	2026-07-02	2000000693
3000	0000100319	5100001126	2026	2026-01-16	414649.99	USD	H	KG	0001	2026-03-10	2000000694
3000	0000100319	5100001127	2026	2026-06-25	31171.2	JPY	H	KG	0001	2026-08-20	2000000695
5000	0000100320	5100001129	2026	2026-02-25	52741.56	JPY	H	KG	""	2026-04-04	2000000696
5000	0000100320	5100001130	2026	2026-01-31	56242.27	USD	H	RE	""	2026-02-26	2000000697
5000	0000100320	5100001131	2026	2026-07-25	217968.17	GBP	H	KR	""	2026-09-19	2000000698
4000	0000100321	5100001132	2026	2026-04-26	136968.31	JPY	H	KR	""	2026-06-25	2000000699
4000	0000100321	5100001136	2026	2026-01-05	403931.21	JPY	H	KG	""	2026-01-10	2000000700
3000	0000100322	5100001138	2026	2026-03-23	170503.77	USD	H	KG	""	2026-04-26	2000000701
2000	0000100323	5100001141	2026	2026-03-24	134948.9	EUR	H	KR	""	2026-04-06	2000000702
2000	0000100323	5100001142	2026	2026-01-20	243470.55	GBP	H	KR	""	2026-02-28	2000000703
2000	0000100323	5100001143	2026	2026-07-18	395590.38	JPY	H	RE	""	2026-08-27	2000000704
2000	0000100323	5100001144	2026	2026-03-07	28954.33	GBP	H	KR	""	2026-03-20	2000000705
4000	0000100325	5100001147	2026	2026-04-13	245313.61	EUR	H	KR	""	2026-05-10	2000000706
4000	0000100325	5100001148	2026	2026-03-12	370667.15	JPY	H	RE	""	2026-04-20	2000000707
2000	0000100326	5100001150	2026	2026-07-07	206489.7	EUR	H	KG	""	2026-08-21	2000000708
2000	0000100327	5100001152	2026	2026-08-05	282810.86	JPY	H	KG	""	2026-09-30	2000000709
2000	0000100327	5100001153	2026	2026-07-19	466663.5	GBP	H	KZ	""	2026-08-11	2000000710
2000	0000100327	5100001154	2026	2026-06-05	96287.58	GBP	H	KR	""	2026-06-28	2000000711
2000	0000100327	5100001155	2026	2026-01-11	375199.91	JPY	H	RE	""	2026-01-18	2000000712
2000	0000100327	5100001156	2026	2026-06-11	430513.67	GBP	H	KG	""	2026-07-12	2000000713
2000	0000100327	5100001157	2026	2026-06-27	363192.86	GBP	H	KR	""	2026-07-18	2000000714
1000	0000100328	5100001158	2026	2026-07-11	437453.79	GBP	H	KZ	""	2026-09-02	2000000715
1000	0000100328	5100001162	2026	2026-08-10	106618.45	USD	H	KG	""	2026-09-22	2000000716
4000	0000100329	5100001165	2026	2026-01-10	359155.52	USD	H	KZ	""	2026-03-19	2000000717
4000	0000100329	5100001167	2026	2026-03-18	394667.7	GBP	H	KR	""	2026-05-29	2000000718
1000	0000100330	5100001168	2026	2026-06-12	292141.25	GBP	H	KG	""	2026-08-23	2000000719
1000	0000100330	5100001172	2026	2026-05-09	108722.39	EUR	H	KG	""	2026-05-28	2000000720
1000	0000100331	5100001174	2026	2026-07-30	237051.24	GBP	H	RE	""	2026-08-15	2000000721
1000	0000100331	5100001175	2026	2026-01-01	216217.26	JPY	H	RE	""	2026-01-07	2000000722
4000	0000100332	5100001177	2026	2026-03-31	42059.8	EUR	H	RE	""	2026-05-23	2000000723
4000	0000100332	5100001178	2026	2026-04-05	174685.78	GBP	H	KR	""	2026-04-16	2000000724
4000	0000100332	5100001180	2026	2026-05-20	462271.88	GBP	H	KG	""	2026-07-22	2000000725
4000	0000100332	5100001181	2026	2026-02-08	131408.17	GBP	H	KG	""	2026-04-22	2000000726
4000	0000100332	5100001182	2026	2026-07-02	280819.91	GBP	H	RE	""	2026-07-07	2000000727
4000	0000100333	5100001184	2026	2026-04-09	457870.47	GBP	H	KG	""	2026-04-15	2000000728
2000	0000100334	5100001185	2026	2026-01-17	282822.18	GBP	H	RE	""	2026-02-25	2000000729
2000	0000100334	5100001186	2026	2026-01-13	395009.47	JPY	H	KZ	0002	2026-03-08	2000000730
2000	0000100334	5100001188	2026	2026-01-31	135553.03	JPY	H	KZ	0002	2026-03-08	2000000731
2000	0000100335	5100001189	2026	2026-05-19	32050.45	EUR	H	KR	""	2026-08-01	2000000732
2000	0000100335	5100001190	2026	2026-05-04	376916.8	EUR	H	RE	""	2026-07-12	2000000733
2000	0000100335	5100001191	2026	2026-05-20	283734.64	EUR	H	KZ	""	2026-07-15	2000000734
2000	0000100335	5100001194	2026	2026-02-28	257498.54	USD	H	KZ	""	2026-04-25	2000000735
5000	0000100336	5100001195	2026	2026-04-29	178106.66	USD	H	KG	0001	2026-07-08	2000000736
5000	0000100336	5100001196	2026	2026-03-29	129542.06	EUR	H	KR	0001	2026-04-06	2000000737
1000	0000100337	5100001197	2026	2026-06-08	2861.26	EUR	H	RE	""	2026-08-05	2000000738
1000	0000100337	5100001199	2026	2026-05-24	288634.08	GBP	H	KR	""	2026-07-01	2000000739
2000	0000100338	5100001200	2026	2026-03-27	118975.56	USD	H	KZ	""	2026-04-29	2000000740
2000	0000100338	5100001202	2026	2026-07-08	168208.52	GBP	H	KZ	""	2026-08-30	2000000741
2000	0000100338	5100001203	2026	2026-03-23	92630.94	USD	H	KG	""	2026-04-21	2000000742
2000	0000100338	5100001204	2026	2026-04-15	425173.32	GBP	H	KZ	""	2026-05-05	2000000743
2000	0000100338	5100001205	2026	2026-05-25	322653.14	EUR	H	KR	""	2026-07-13	2000000744
2000	0000100339	5100001206	2026	2026-04-29	239610.4	JPY	H	RE	""	2026-06-29	2000000745
2000	0000100339	5100001208	2026	2026-01-18	295063.23	JPY	H	RE	""	2026-02-02	2000000746
1000	0000100341	5100001210	2026	2026-04-19	252603.63	USD	H	KZ	""	2026-06-24	2000000747
1000	0000100341	5100001212	2026	2026-05-07	95681.52	EUR	H	RE	""	2026-06-19	2000000748
5000	0000100342	5100001215	2026	2026-04-29	430764.76	EUR	H	KZ	""	2026-07-09	2000000749
5000	0000100342	5100001216	2026	2026-05-23	337380.17	JPY	H	RE	""	2026-07-28	2000000750
5000	0000100342	5100001217	2026	2026-02-14	41196.27	USD	H	KZ	""	2026-04-23	2000000751
3000	0000100343	5100001218	2026	2026-05-07	4497.87	EUR	H	RE	""	2026-06-03	2000000752
3000	0000100343	5100001219	2026	2026-08-01	320059.61	USD	H	KR	""	2026-10-11	2000000753
3000	0000100343	5100001220	2026	2026-05-19	104336.02	USD	H	KG	""	2026-06-27	2000000754
3000	0000100343	5100001221	2026	2026-04-16	128793.04	EUR	H	RE	""	2026-06-27	2000000755
3000	0000100343	5100001222	2026	2026-01-10	146655.77	USD	H	KZ	""	2026-02-08	2000000756
3000	0000100345	5100001224	2026	2026-03-01	219067.79	USD	H	KR	""	2026-03-11	2000000757
3000	0000100345	5100001225	2026	2026-02-23	479006.83	USD	H	KZ	""	2026-03-13	2000000758
3000	0000100346	5100001226	2026	2026-03-30	327247.71	JPY	H	KG	0001	2026-05-31	2000000759
5000	0000100347	5100001229	2026	2026-02-19	191228.19	USD	H	KG	""	2026-03-19	2000000760
5000	0000100347	5100001231	2026	2026-06-20	403819.92	GBP	H	KG	""	2026-07-25	2000000761
2000	0000100348	5100001232	2026	2026-08-02	269356.22	USD	H	KR	""	2026-10-07	2000000762
2000	0000100348	5100001234	2026	2026-02-14	198507.08	EUR	H	KZ	""	2026-04-20	2000000763
5000	0000100351	5100001238	2026	2026-03-21	6392.32	GBP	H	KG	0001	2026-04-23	2000000764
5000	0000100351	5100001239	2026	2026-03-19	434678.12	GBP	H	RE	0001	2026-06-02	2000000765
5000	0000100351	5100001240	2026	2026-08-14	9960.8	USD	H	KR	0001	2026-09-11	2000000766
5000	0000100351	5100001241	2026	2026-03-12	293164.03	GBP	H	KG	0001	2026-05-15	2000000767
5000	0000100351	5100001243	2026	2026-06-16	11979.26	EUR	H	KG	0001	2026-07-09	2000000768
3000	0000100352	5100001244	2026	2026-06-06	350356.65	GBP	H	KR	""	2026-08-07	2000000769
3000	0000100352	5100001248	2026	2026-04-23	296297.29	USD	H	KZ	""	2026-06-26	2000000770
3000	0000100352	5100001249	2026	2026-04-29	322487.35	GBP	H	RE	""	2026-07-01	2000000771
3000	0000100353	5100001250	2026	2026-05-16	16870.94	EUR	H	KG	""	2026-06-15	2000000772
5000	0000100354	5100001252	2026	2026-02-26	261805.12	USD	H	KZ	""	2026-05-03	2000000773
5000	0000100354	5100001253	2026	2026-07-03	245138.9	USD	H	KZ	""	2026-07-20	2000000774
5000	0000100355	5100001254	2026	2026-08-10	363719.28	GBP	H	KG	0001	2026-09-29	2000000775
2000	0000100356	5100001256	2026	2026-07-07	473138.73	USD	H	RE	""	2026-08-20	2000000776
2000	0000100356	5100001257	2026	2026-05-23	309585.25	JPY	H	RE	""	2026-06-04	2000000777
2000	0000100356	5100001260	2026	2026-07-23	351433.63	JPY	H	KR	""	2026-09-18	2000000778
3000	0000100357	5100001261	2026	2026-04-29	362546.11	EUR	H	KZ	""	2026-05-17	2000000779
3000	0000100357	5100001263	2026	2026-02-22	164978.07	EUR	H	KZ	""	2026-03-07	2000000780
3000	0000100357	5100001265	2026	2026-01-11	222661.16	GBP	H	RE	""	2026-03-12	2000000781
3000	0000100359	5100001267	2026	2026-04-25	406127.41	EUR	H	KZ	""	2026-06-22	2000000782
3000	0000100359	5100001270	2026	2026-02-08	411828.46	EUR	H	KR	""	2026-02-26	2000000783
3000	0000100359	5100001271	2026	2026-02-15	323442.26	USD	H	KZ	""	2026-02-26	2000000784
1000	0000100360	5100001272	2026	2026-04-08	53642.98	EUR	H	KR	""	2026-06-17	2000000785
1000	0000100361	5100001277	2026	2026-01-18	70303.4	GBP	H	KZ	0001	2026-02-14	2000000786
2000	0000100362	5100001278	2026	2026-05-02	320917.14	GBP	H	KR	0001	2026-06-05	2000000787
2000	0000100362	5100001279	2026	2026-08-10	358383.66	JPY	H	KG	0001	2026-10-18	2000000788
2000	0000100362	5100001280	2026	2026-04-07	56241.51	GBP	H	RE	0001	2026-05-21	2000000789
4000	0000100363	5100001282	2026	2026-03-28	453642.64	GBP	H	KR	""	2026-04-22	2000000790
1000	0000100364	5100001283	2026	2026-02-23	303031.12	JPY	H	KR	""	2026-04-22	2000000791
1000	0000100364	5100001284	2026	2026-06-27	351511.04	JPY	H	KZ	""	2026-07-24	2000000792
1000	0000100364	5100001285	2026	2026-04-21	388794.15	USD	H	KZ	""	2026-05-23	2000000793
5000	0000100366	5100001287	2026	2026-02-15	205966.66	USD	H	KR	""	2026-03-03	2000000794
2000	0000100367	5100001288	2026	2026-04-12	109902.74	EUR	H	KZ	""	2026-04-28	2000000795
2000	0000100368	5100001289	2026	2026-06-24	102596.03	USD	H	RE	""	2026-07-26	2000000796
4000	0000100369	5100001291	2026	2026-08-09	134438.55	GBP	H	KR	0001	2026-09-24	2000000797
4000	0000100369	5100001292	2026	2026-03-08	326280.78	GBP	H	KR	0001	2026-04-07	2000000798
4000	0000100369	5100001293	2026	2026-03-18	367450.91	GBP	H	RE	0001	2026-05-27	2000000799
2000	0000100370	5100001295	2026	2026-06-01	159346.35	JPY	H	RE	0002	2026-06-22	2000000800
2000	0000100370	5100001296	2026	2026-04-20	43471.21	USD	H	KR	0001	2026-06-19	2000000801
2000	0000100371	5100001297	2026	2026-08-16	360645.92	EUR	H	KZ	""	2026-09-30	2000000802
2000	0000100371	5100001298	2026	2026-02-10	268586.71	EUR	H	RE	""	2026-03-27	2000000803
2000	0000100371	5100001299	2026	2026-05-13	356462.19	EUR	H	KG	""	2026-06-12	2000000804
2000	0000100372	5100001300	2026	2026-08-05	186152.58	JPY	H	KZ	""	2026-10-06	2000000805
2000	0000100372	5100001302	2026	2026-06-02	202979.85	JPY	H	KR	""	2026-06-19	2000000806
2000	0000100372	5100001303	2026	2026-03-20	406132.61	USD	H	RE	""	2026-04-07	2000000807
3000	0000100373	5100001306	2026	2026-03-08	454291.5	EUR	H	KR	""	2026-04-19	2000000808
3000	0000100373	5100001307	2026	2026-04-18	209726.72	JPY	H	KR	""	2026-04-26	2000000809
3000	0000100373	5100001309	2026	2026-02-10	218809.3	GBP	H	RE	""	2026-03-01	2000000810
3000	0000100373	5100001310	2026	2026-03-13	245345.28	GBP	H	KR	""	2026-05-05	2000000811
